id_bien;Date mutation;Valeur fonciere;Commune;Code departement;id_codedep_codecom;Surface Carrez du 1er lot;Nombre de lots;Type local;Nombre pieces principales
27275;2020/06/03;30000;LE PUY EN VELAY;43;43157;39,05;1;Appartement;2
27276;2020/06/03;88350;YSSINGEAUX;43;43268;53,13;2;Appartement;2
27277;2020/06/03;157000;LE CROISIC;44;44049;43,66;1;Appartement;2
27278;2020/06/03;100000;DONGES;44;44052;103,1;2;Appartement;4
27279;2020/06/03;241000;NANTES;44;44109;78,23;2;Appartement;4
27280;2020/06/03;204400;NANTES;44;44109;34,63;1;Appartement;1
27281;2020/06/03;190000;ST SEBASTIEN SUR LOIRE;44;44190;70,24;2;Appartement;4
27282;2020/06/03;75500;LE MALESHERBOIS;45;45191;47,91;2;Appartement;2
27283;2020/06/03;65000;OLIVET;45;45232;28,59;1;Appartement;1
27284;2020/06/03;64000;SAINT-PRYVE-SAINT-MESMIN;45;45298;29,5;1;Appartement;1
27285;2020/06/03;109500;ANGERS;49;49007;53,39;2;Appartement;2
27286;2020/06/03;71500;ANGERS;49;49007;19,51;1;Appartement;1
27287;2020/06/03;90700;CHERBOURG-EN-COTENTIN;50;50129;73;1;Appartement;4
27288;2020/06/03;102500;BETHENY;51;51055;51,5;4;Appartement;3
27289;2020/06/03;111665;REIMS;51;51454;57,38;2;Appartement;3
27290;2020/06/03;98000;REIMS;51;51454;41,22;1;Appartement;2
27291;2020/06/03;122650;REIMS;51;51454;65,45;2;Appartement;3
27292;2020/06/03;70580;SAINT MAX;54;54482;52,85;1;Appartement;3
27293;2020/06/03;150000;LARMOR-PLAGE;56;56107;48;1;Appartement;3
27294;2020/06/03;91500;LORIENT;56;56121;43,64;1;Appartement;2
27295;2020/06/03;80000;LE PALAIS;56;56152;20,88;1;Appartement;1
27296;2020/06/03;160500;PLUNERET;56;56176;68,17;1;Maison;4
27297;2020/06/03;136010;SAINT-PHILIBERT;56;56233;48,79;1;Appartement;2
27298;2020/06/03;94000;FACHES THUMESNIL;59;59220;45,5;1;Appartement;2
27299;2020/06/03;216000;LILLE;59;59350;45,9;1;Appartement;2
27300;2020/06/03;119000;LILLE;59;59350;27,03;1;Appartement;1
27301;2020/06/03;265000;QUESNOY SUR DEULE;59;59482;103,94;2;Maison;3
27302;2020/06/03;126000;CHANTILLY;60;60141;30,95;1;Appartement;1
27303;2020/06/03;72000;CREIL;60;60175;75,27;1;Appartement;2
27304;2020/06/03;100700;BEAURAINS;62;62099;47,41;1;Appartement;2
27305;2020/06/03;132000;CHATELGUYON;63;63103;83,9;1;Appartement;3
27306;2020/06/03;16400;EAUX BONNES;64;64204;16,82;1;Appartement;1
27307;2020/06/03;53000;ORTHEZ;64;64430;40,66;1;Appartement;2
27308;2020/06/03;60000;ORTHEZ;64;64430;47,95;1;Appartement;2
27309;2020/06/03;65500;ORTHEZ;64;64430;38,73;2;Appartement;2
27310;2020/06/03;100000;BOLQUERE;66;66020;43,89;1;Appartement;2
27311;2020/06/03;125000;ST FONS;69;69199;73,23;2;Appartement;3
27312;2020/06/03;189000;VILLEURBANNE;69;69266;54,5;1;Appartement;2
27313;2020/06/03;221500;MEYZIEU;69;69282;61,67;1;Appartement;4
27314;2020/06/03;210000;LYON 2EME;69;69382;31,74;1;Appartement;3
27315;2020/06/03;387000;LYON 2EME;69;69382;73,55;1;Appartement;1
27316;2020/06/03;429000;LYON 3EME;69;69383;85,2;2;Appartement;4
27317;2020/06/03;346000;LYON 3EME;69;69383;70,57;2;Appartement;3
27318;2020/06/03;431700;LYON 4EME;69;69384;78,5;2;Appartement;3
27319;2020/06/03;255000;LYON 7EME;69;69387;45,62;1;Appartement;2
27320;2020/06/03;29000;CHALON-SUR-SAONE;71;71076;26,85;1;Appartement;1
27321;2020/06/03;87000;CHALON-SUR-SAONE;71;71076;67,29;1;Appartement;4
27322;2020/06/03;80000;CLUNY;71;71137;68,92;3;Appartement;3
27323;2020/06/03;102500;LE CREUSOT;71;71153;122;3;Appartement;3
27324;2020/06/03;36000;MACON;71;71270;20,97;2;Appartement;2
27325;2020/06/03;123000;LE MANS;72;72181;86,29;1;Appartement;4
27326;2020/06/03;46284;LE MANS;72;72181;47,17;2;Appartement;2
27327;2020/06/03;308800;LA PLAGNE TARENTAISE;73;73150;50,69;3;Appartement;3
27328;2020/06/03;348000;CHAMONIX MONT BLANC;74;74056;46,6;1;Appartement;2
27329;2020/06/03;180500;GLIERES-VAL-DE-BORNE;74;74212;61,56;1;Appartement;3
27330;2020/06/03;265000;PARIS 01;75;75101;19,18;1;Appartement;1
27331;2020/06/03;230000;PARIS 01;75;75101;18,57;2;Appartement;1
27332;2020/06/03;210000;PARIS 02;75;75102;18,45;1;Appartement;1
27333;2020/06/03;323000;PARIS 02;75;75102;29,12;1;Appartement;2
27334;2020/06/03;400000;PARIS 04;75;75104;31,14;2;Appartement;2
27335;2020/06/03;260000;PARIS 04;75;75104;18,85;1;Appartement;1
27336;2020/06/03;423815;PARIS 06;75;75106;30,43;1;Appartement;2
27337;2020/06/03;285000;PARIS 06;75;75106;17,55;1;Appartement;1
27338;2020/06/03;1487000;PARIS 08;75;75108;142,02;1;Appartement;4
27339;2020/06/03;330000;PARIS 09;75;75109;31,22;1;Appartement;2
27340;2020/06/03;1724500;PARIS 09;75;75109;96,86;1;Appartement;1
27341;2020/06/03;587650;PARIS 10;75;75110;54,16;1;Appartement;3
27342;2020/06/03;319295;PARIS 10;75;75110;27,83;1;Appartement;1
27343;2020/06/03;220370;PARIS 11;75;75111;22,6;1;Appartement;1
27344;2020/06/03;347100;PARIS 11;75;75111;26,57;1;Appartement;2
27345;2020/06/03;198600;PARIS 11;75;75111;14,71;1;Appartement;1
27346;2020/06/03;185000;PARIS 11;75;75111;16,03;1;Appartement;1
27347;2020/06/03;165000;PARIS 11;75;75111;21,06;1;Appartement;1
27348;2020/06/03;433300;PARIS 12;75;75112;43,38;2;Appartement;3
27349;2020/06/03;140000;PARIS 12;75;75112;19,88;1;Appartement;1
27350;2020/06/03;303000;PARIS 12;75;75112;29,32;1;Appartement;1
27351;2020/06/03;465000;PARIS 14;75;75114;47,5;1;Appartement;3
27352;2020/06/03;980000;PARIS 15;75;75115;99,34;2;Appartement;5
27353;2020/06/03;403694;PARIS 15;75;75115;31,53;4;Appartement;2
27354;2020/06/03;435000;PARIS 15;75;75115;49;2;Appartement;2
27355;2020/06/03;319000;PARIS 15;75;75115;32,7;2;Appartement;2
27356;2020/06/03;439100;PARIS 16;75;75116;46,28;2;Appartement;1
27357;2020/06/03;1450000;PARIS 16;75;75116;111,38;1;Appartement;3
27358;2020/06/03;860000;PARIS 16;75;75116;79;2;Appartement;3
27359;2020/06/03;1610000;PARIS 16;75;75116;135,06;3;Appartement;4
27360;2020/06/03;897700;PARIS 16;75;75116;64,9;2;Appartement;2
27361;2020/06/03;308500;PARIS 17;75;75117;27,82;2;Appartement;2
27362;2020/06/03;534600;PARIS 17;75;75117;43,05;2;Appartement;2
27363;2020/06/03;535300;PARIS 17;75;75117;43,12;2;Appartement;2
27364;2020/06/03;426000;PARIS 18;75;75118;43,35;2;Appartement;2
27365;2020/06/03;336950;PARIS 18;75;75118;25,01;2;Appartement;1
27366;2020/06/03;242200;PARIS 18;75;75118;25,92;1;Appartement;1
27367;2020/06/03;110000;PARIS 18;75;75118;18,08;1;Appartement;1
27368;2020/06/03;527500;PARIS 18;75;75118;40,67;1;Appartement;2
27369;2020/06/03;318000;PARIS 18;75;75118;31;1;Appartement;2
27370;2020/06/03;267000;PARIS 19;75;75119;29,42;2;Appartement;1
27371;2020/06/03;172000;PARIS 19;75;75119;14,79;1;Appartement;1
27372;2020/06/03;395000;PARIS 19;75;75119;37,07;2;Appartement;2
27373;2020/06/03;780000;PARIS 19;75;75119;61,55;1;Appartement;3
27374;2020/06/03;491500;PARIS 20;75;75120;46,97;1;Appartement;3
27375;2020/06/03;1189100;PARIS 20;75;75120;94,08;1;Appartement;2
27376;2020/06/03;91000;BIHOREL;76;76095;91,03;1;Appartement;4
27377;2020/06/03;171000;LE HAVRE;76;76351;75,37;1;Appartement;4
27378;2020/06/03;56500;LE HAVRE;76;76351;67,81;1;Appartement;3
27379;2020/06/03;70000;MONTIVILLIERS;76;76447;29,19;1;Appartement;2
27380;2020/06/03;80900;MONT-SAINT-AIGNAN;76;76451;25,79;1;Appartement;1
27381;2020/06/03;53000;ROUEN;76;76540;17,4;1;Appartement;1
27382;2020/06/03;161200;ROUEN;76;76540;85,85;2;Appartement;5
27383;2020/06/03;143000;ROUEN;76;76540;88;1;Appartement;4
27384;2020/06/03;157000;ROUEN;76;76540;43,85;1;Appartement;2
27385;2020/06/03;165000;AVON;77;77014;55,57;2;Appartement;2
27386;2020/06/03;150000;COMBS LA VILLE;77;77122;42,9;1;Appartement;2
27387;2020/06/03;60000;LA FERTE SOUS JOUARRE;77;77183;42,62;1;Appartement;2
27388;2020/06/03;165094,4;FONTAINEBLEAU;77;77186;40,27;2;Appartement;2
27389;2020/06/03;286200;LESIGNY;77;77249;93,46;1;Maison;5
27390;2020/06/03;76500;MORMANT;77;77317;33,08;1;Appartement;1
27391;2020/06/03;50500;NEMOURS;77;77333;15,1;1;Appartement;1
27392;2020/06/03;175000;PONTAULT COMBAULT;77;77373;53,87;1;Appartement;2
27393;2020/06/03;195000;SAVIGNY-LE-TEMPLE;77;77445;93,04;1;Appartement;4
27394;2020/06/03;197000;SAVIGNY-LE-TEMPLE;77;77445;106,95;1;Maison;6
27395;2020/06/03;316000;SERRIS;77;77449;58,2;1;Appartement;3
27396;2020/06/03;731000;CELLE-SAINT-CLOUD (LA);78;78126;149,28;1;Maison;7
27397;2020/06/03;314000;CHAMBOURCY;78;78133;97,08;2;Appartement;5
27398;2020/06/03;220950;CROISSY SUR SEINE;78;78190;37,02;1;Appartement;1
27399;2020/06/03;78000;DAMPIERRE-EN-YVELINES;78;78193;21,66;1;Appartement;1
27400;2020/06/03;237000;FLINS-SUR-SEINE;78;78238;72,63;2;Appartement;3
27401;2020/06/03;180000;JOUY EN JOSAS;78;78322;46,08;1;Appartement;2
27402;2020/06/03;450000;MAISONS-LAFFITTE;78;78358;69,58;1;Maison;4
27403;2020/06/03;72000;MAURECOURT;78;78382;19,47;1;Appartement;1
27404;2020/06/03;95000;POISSY;78;78498;46,56;2;Appartement;3
27405;2020/06/03;135500;POISSY;78;78498;24,79;2;Appartement;1
27406;2020/06/03;210150;POISSY;78;78498;57,58;2;Appartement;3
27407;2020/06/03;200000;SAINT-GERMAIN-EN-LAYE;78;78551;50,5;1;Appartement;2
27408;2020/06/03;161800;SARTROUVILLE;78;78586;59;1;Appartement;3
27409;2020/06/03;135000;SARTROUVILLE;78;78586;33,07;1;Appartement;1
27410;2020/06/03;52480;CAYEUX-SUR-MER;80;80182;29,23;1;Appartement;2
27411;2020/06/03;146600;LA CRAU;83;83047;49,01;1;Appartement;2
27412;2020/06/03;241200;LA FARLEDE;83;83054;58,99;1;Appartement;3
27413;2020/06/03;92380;HYERES;83;83069;31,31;1;Appartement;2
27414;2020/06/03;242000;HYERES;83;83069;40,39;1;Appartement;3
27415;2020/06/03;351550;LA LONDE LES MAURES;83;83071;93,14;1;Appartement;5
27416;2020/06/03;104870;LA LONDE LES MAURES;83;83071;29,81;1;Appartement;2
27417;2020/06/03;422000;SANARY SUR MER;83;83123;70,08;2;Appartement;3
27418;2020/06/03;115700;LA SEYNE SUR MER;83;83126;34,3;1;Appartement;2
27419;2020/06/03;206000;SOLLIES-PONT;83;83130;97,14;1;Appartement;4
27420;2020/06/03;100000;CAVAILLON;84;84035;63,82;2;Appartement;3
27421;2020/06/03;154000;CAVAILLON;84;84035;69,03;1;Appartement;3
27422;2020/06/03;73850;SAINT-HILAIRE-DE-RIEZ;85;85226;30,56;1;Appartement;2
27423;2020/06/03;165800;LIMOGES;87;87085;84,93;1;Appartement;3
27424;2020/06/03;103600;LIMOGES;87;87085;68,9;1;Maison;4
27425;2020/06/03;77850;LIMOGES;87;87085;55,23;1;Appartement;3
27426;2020/06/03;72000;NEUFCHATEAU;88;88321;75,81;2;Appartement;4
27427;2020/06/03;112500;SAINT DIE DES VOSGES;88;88413;72,9;1;Appartement;3
27428;2020/06/03;80000;ANGERVILLE;91;91016;57,6;1;Appartement;3
27429;2020/06/03;145000;BOUSSY-SAINT-ANTOINE;91;91097;43;2;Appartement;2
27430;2020/06/03;129970;CORBEIL ESSONNES;91;91174;44,74;2;Appartement;2
27431;2020/06/03;106000;CORBEIL ESSONNES;91;91174;54,7;1;Appartement;3
27432;2020/06/03;84000;LARDY;91;91330;24,84;2;Appartement;2
27433;2020/06/03;314000;MONTGERON;91;91421;129,77;3;Appartement;5
27434;2020/06/03;292000;ORSAY;91;91471;89,39;1;Maison;4
27435;2020/06/03;135000;PALAISEAU;91;91477;36,07;1;Appartement;1
27436;2020/06/03;169500;SAINT-MICHEL-SUR-ORGE;91;91570;75,22;2;Appartement;4
27437;2020/06/03;158450;SAVIGNY-SUR-ORGE;91;91589;54,77;2;Appartement;3
27438;2020/06/03;211500;ANTONY;92;92002;43,74;2;Appartement;2
27439;2020/06/03;530000;CHATILLON;92;92020;102,77;2;Appartement;5
27440;2020/06/03;262000;CLAMART;92;92023;50,74;2;Appartement;3
27441;2020/06/03;733000;CLICHY;92;92024;91,02;1;Appartement;4
27442;2020/06/03;220730;COURBEVOIE;92;92026;28,67;1;Appartement;1
27443;2020/06/03;322500;FONTENAY-AUX-ROSES;92;92032;72,13;2;Appartement;4
27444;2020/06/03;486360;LEVALLOIS-PERRET;92;92044;49,27;1;Appartement;3
27445;2020/06/03;330000;LEVALLOIS-PERRET;92;92044;41,35;1;Appartement;2
27446;2020/06/03;776270;MONTROUGE;92;92049;94,47;3;Appartement;4
27447;2020/06/03;675000;MONTROUGE;92;92049;74,61;2;Appartement;3
27448;2020/06/03;179300;RUEIL-MALMAISON;92;92063;25,06;2;Appartement;1
27449;2020/06/03;50500;AUBERVILLIERS;93;93001;28;2;Appartement;2
27450;2020/06/03;309000;AULNAY SOUS BOIS;93;93005;84,79;1;Appartement;4
27451;2020/06/03;303000;GAGNY;93;93032;83,82;1;Maison;5
27452;2020/06/03;182500;GAGNY;93;93032;65,68;1;Appartement;3
27453;2020/06/03;103000;LIVRY-GARGAN;93;93046;32,24;1;Appartement;1
27454;2020/06/03;172000;MONTREUIL;93;93048;32,11;2;Appartement;1
27455;2020/06/03;132500;NOISY-LE-GRAND;93;93051;32,87;1;Appartement;1
27456;2020/06/03;114000;NOISY-LE-GRAND;93;93051;90,27;1;Appartement;4
27457;2020/06/03;88000;PIERREFITTE-SUR-SEINE;93;93059;55,51;2;Appartement;3
27458;2020/06/03;125000;LE RAINCY;93;93062;29,69;1;Appartement;1
27459;2020/06/03;102000;TREMBLAY-EN-FRANCE;93;93073;52,47;2;Appartement;2
27460;2020/06/03;114400;VILLEMOMBLE;93;93077;61,11;1;Appartement;3
27461;2020/06/03;179000;CHOISY-LE-ROI;94;94022;64,19;2;Appartement;3
27462;2020/06/03;105000;CHOISY-LE-ROI;94;94022;59,71;2;Appartement;3
27463;2020/06/03;262270;CHOISY-LE-ROI;94;94022;64,34;1;Appartement;3
27464;2020/06/03;290570;CHOISY-LE-ROI;94;94022;84,83;1;Appartement;4
27465;2020/06/03;277000;CRETEIL;94;94028;59,72;1;Appartement;3
27466;2020/06/03;300000;L'HAY-LES-ROSES;94;94038;85,34;2;Appartement;4
27467;2020/06/03;579060;L'HAY-LES-ROSES;94;94038;169,31;1;Maison;5
27468;2020/06/03;105000;IVRY-SUR-SEINE;94;94041;21,04;1;Appartement;1
27469;2020/06/03;410000;MAISONS-ALFORT;94;94046;68,99;1;Appartement;3
27470;2020/06/03;340000;MAISONS-ALFORT;94;94046;59,19;1;Maison;3
27471;2020/06/03;139500;NOGENT-SUR-MARNE;94;94052;23,85;1;Appartement;1
27472;2020/06/03;379000;NOISEAU;94;94053;141,7;1;Maison;4
27473;2020/06/03;195000;ORLY;94;94054;44,64;1;Maison;3
27474;2020/06/03;160500;ORLY;94;94054;58,05;1;Appartement;2
27475;2020/06/03;275000;LE PERREUX-SUR-MARNE;94;94058;53,07;2;Appartement;2
27476;2020/06/03;383000;LE PERREUX-SUR-MARNE;94;94058;67,36;2;Appartement;3
27477;2020/06/03;235000;LE PERREUX-SUR-MARNE;94;94058;57,51;2;Appartement;3
27478;2020/06/03;165000;LE PLESSIS-TREVISE;94;94059;58,81;2;Appartement;3
27479;2020/06/03;177000;LE PLESSIS-TREVISE;94;94059;58,16;2;Appartement;3
27480;2020/06/03;480000;SAINT-MAUR-DES-FOSSES;94;94068;80,06;2;Appartement;3
27481;2020/06/03;182400;SAINT-MAUR-DES-FOSSES;94;94068;32,71;2;Appartement;1
27482;2020/06/03;514500;SAINT-MAUR-DES-FOSSES;94;94068;89,06;1;Appartement;5
27483;2020/06/03;190000;SUCY-EN-BRIE;94;94071;44,94;1;Appartement;2
27484;2020/06/03;231000;VILLEJUIF;94;94076;50;2;Appartement;2
27485;2020/06/03;92000;VITRY-SUR-SEINE;94;94081;27,94;2;Appartement;1
27486;2020/06/03;162750;ARGENTEUIL;95;95018;54,09;1;Appartement;3
27487;2020/06/03;260000;ARNOUVILLE;95;95019;75,7;1;Maison;4
27488;2020/06/03;125000;BEAUMONT-SUR-OISE;95;95052;41,18;1;Appartement;2
27489;2020/06/03;170000;BESSANCOURT;95;95060;44,15;1;Appartement;2
27490;2020/06/03;339182;BEZONS;95;95063;104,89;1;Maison;4
27491;2020/06/03;225200;ENGHIEN LES BAINS;95;95210;39,23;1;Appartement;2
27492;2020/06/03;182300;ERMONT;95;95219;62,11;2;Appartement;3
27493;2020/06/03;346500;FRANCONVILLE LA GARENNE;95;95252;119,85;1;Maison;6
27494;2020/06/03;370000;L'ISLE-ADAM;95;95313;114,3;1;Maison;4
27495;2020/06/03;138000;MONTMAGNY;95;95427;78,5;2;Appartement;4
27496;2020/06/03;147000;PERSAN;95;95487;44,65;1;Appartement;2
27497;2020/06/03;230000;ST LEU LA FORET;95;95563;71,48;2;Appartement;3
27498;2020/06/03;160000;SOISY SS MONTMORENCY;95;95598;67,59;2;Appartement;4
27499;2020/06/03;235000;MARIN;972;972217;66,69;1;Appartement;3
27500;2020/06/04;243000;DIVONNE-LES-BAINS;01;01143;50,11;1;Appartement;1
27501;2020/06/04;100000;FARGES;01;01158;135,89;1;Appartement;2
27502;2020/06/04;100000;GEX;01;01173;32,6;1;Appartement;2
27503;2020/06/04;44000;VILLERS-COTTERETS;02;02810;20,69;1;Appartement;1
27504;2020/06/04;33000;LE DEVOLUY;05;05139;23,66;1;Appartement;1
27505;2020/06/04;189500;BIOT;06;06018;41,3;1;Appartement;2
27506;2020/06/04;41000;LEVENS;06;06075;29,51;1;Appartement;1
27507;2020/06/04;272600;NICE;06;06088;56,05;2;Appartement;2
27508;2020/06/04;352960;NICE;06;06088;89,27;1;Appartement;4
27509;2020/06/04;780000;NICE;06;06088;164,4;1;Appartement;1
27510;2020/06/04;131600;NICE;06;06088;27;2;Appartement;7
27511;2020/06/04;48600;NICE;06;06088;19,51;1;Appartement;1
27512;2020/06/04;119000;NICE;06;06088;38,7;1;Appartement;3
27513;2020/06/04;130000;NICE;06;06088;44,29;1;Appartement;2
27514;2020/06/04;127000;NICE;06;06088;32,2;2;Appartement;1
27515;2020/06/04;105000;LA ROQUETTE SUR VAR;06;06109;46,24;2;Appartement;3
27516;2020/06/04;300000;VILLEFRANCHE-SUR-MER;06;06159;25,75;2;Appartement;4
27517;2020/06/04;62500;SAINT ANDRE LES VERGERS;10;10333;42,13;2;Appartement;2
27518;2020/06/04;51000;SAINT ANDRE LES VERGERS;10;10333;56,29;2;Appartement;3
27519;2020/06/04;50000;TROYES;10;10387;56,29;2;Appartement;2
27520;2020/06/04;136000;LEUCATE;11;11202;44,17;1;Appartement;2
27521;2020/06/04;86000;LEUCATE;11;11202;44,7;2;Maison;3
27522;2020/06/04;73300;LEUCATE;11;11202;31,12;1;Appartement;1
27523;2020/06/04;39000;NARBONNE;11;11262;23,58;1;Appartement;1
27524;2020/06/04;64000;PORT-LA-NOUVELLE;11;11266;24,54;1;Appartement;1
27525;2020/06/04;245000;MARSEILLE 12EME;13;13212;97,54;2;Appartement;4
27526;2020/06/04;76000;MARSEILLE 13EME;13;13213;56,11;2;Appartement;3
27527;2020/06/04;337410;DEAUVILLE;14;14220;70,16;2;Appartement;4
27528;2020/06/04;200000;DEAUVILLE;14;14220;35,27;1;Appartement;2
27529;2020/06/04;157000;DIVES-SUR-MER;14;14225;67,65;1;Maison;3
27530;2020/06/04;115000;DIVES-SUR-MER;14;14225;40,41;1;Maison;2
27531;2020/06/04;65000;HOULGATE;14;14338;29;1;Appartement;1
27532;2020/06/04;235000;TROUVILLE-SUR-MER;14;14715;42,34;1;Appartement;3
27533;2020/06/04;100000;TROUVILLE-SUR-MER;14;14715;25,94;1;Appartement;1
27534;2020/06/04;191500;TROUVILLE-SUR-MER;14;14715;39,52;1;Appartement;2
27535;2020/06/04;35000;USSEL;19;19275;58;2;Appartement;3
27536;2020/06/04;130000;DINAN;22;22050;96,58;1;Appartement;3
27537;2020/06/04;72800;GUINGAMP;22;22070;50,55;1;Appartement;2
27538;2020/06/04;108100;LAMBALLE-ARMOR;22;22093;55,57;1;Appartement;3
27539;2020/06/04;66000;PLERIN;22;22187;36,99;1;Appartement;2
27540;2020/06/04;91400;SAINT-QUAY-PORTRIEUX;22;22325;27,42;1;Appartement;1
27541;2020/06/04;197750;BESANCON;25;25056;89,39;1;Appartement;1
27542;2020/06/04;114600;BESANCON;25;25056;84,66;2;Appartement;5
27543;2020/06/04;98500;BESANCON;25;25056;67,93;1;Appartement;3
27544;2020/06/04;193000;LES FOURGS;25;25254;91,5;1;Appartement;3
27545;2020/06/04;173750;METABIEF;25;25380;50,66;1;Appartement;2
27546;2020/06/04;85000;ROMANS-SUR-ISERE;26;26281;84,93;1;Appartement;3
27547;2020/06/04;87000;SAINT-DONAT-SUR-L HERBASSE;26;26301;58,06;2;Appartement;2
27548;2020/06/04;80000;BREST;29;29019;65,6;1;Appartement;4
27549;2020/06/04;70000;AJACCIO;2A;2A004;72,83;1;Appartement;3
27550;2020/06/04;133000;GROSSETO-PRUGNA;2A;2A130;30,11;1;Appartement;1
27551;2020/06/04;68000;AIGUES-MORTES;30;30003;20,12;1;Appartement;1
27552;2020/06/04;106000;AIMARGUES;30;30006;44,77;1;Appartement;2
27553;2020/06/04;119500;NIMES;30;30189;62,24;1;Appartement;3
27554;2020/06/04;218050;SAINT-HILAIRE-D OZILHAN;30;30260;99,26;1;Maison;4
27555;2020/06/04;44000;SERNHAC;30;30317;27,85;1;Appartement;1
27556;2020/06/04;167900;TOULOUSE;31;31555;45,72;2;Appartement;2
27557;2020/06/04;122670;TOULOUSE;31;31555;33,22;1;Appartement;2
27558;2020/06/04;32000;CAZAUBON;32;32096;23;1;Appartement;1
27559;2020/06/04;229000;BORDEAUX;33;33063;66,65;1;Appartement;3
27560;2020/06/04;166150;BRUGES;33;33075;51,75;1;Appartement;2
27561;2020/06/04;158100;MARTIGNAS SUR JALLE;33;33273;65,15;2;Appartement;3
27562;2020/06/04;190075;MERIGNAC;33;33281;70,31;1;Appartement;4
27563;2020/06/04;192000;MERIGNAC;33;33281;68,56;1;Appartement;4
27564;2020/06/04;183000;TALENCE;33;33522;73,25;1;Appartement;4
27565;2020/06/04;100000;MORDELLES;35;35196;39,68;1;Appartement;2
27566;2020/06/04;368500;RENNES;35;35238;82,41;2;Appartement;4
27567;2020/06/04;450000;RENNES;35;35238;97,26;1;Appartement;3
27568;2020/06/04;415833;RENNES;35;35238;88,43;3;Appartement;5
27569;2020/06/04;246000;RENNES;35;35238;78,1;1;Appartement;4
27570;2020/06/04;205000;VITRE;35;35360;65,48;1;Appartement;3
27571;2020/06/04;105000;TOURS;37;37261;97,35;1;Appartement;5
27572;2020/06/04;182000;TOURS;37;37261;72;3;Appartement;3
27573;2020/06/04;82000;TOURS;37;37261;61,32;1;Appartement;3
27574;2020/06/04;249000;ANTHON;38;38011;74,44;1;Appartement;4
27575;2020/06/04;160194;BOURGOIN-JALLIEU;38;38053;74,03;1;Appartement;3
27576;2020/06/04;84650;LE CHEYLAS;38;38100;65,26;1;Appartement;3
27577;2020/06/04;61000;ECHIROLLES;38;38151;80,16;2;Appartement;4
27578;2020/06/04;200000;HUEZ;38;38191;52;1;Appartement;2
27579;2020/06/04;110000;L'ISLE-D'ABEAU;38;38193;42,98;1;Appartement;2
27580;2020/06/04;167200;SAINT-MARTIN-D'HERES;38;38421;67,42;2;Appartement;4
27581;2020/06/04;149000;VILLARD-BONNOT;38;38547;77,99;2;Appartement;4
27582;2020/06/04;55000;DOLE;39;39198;55,84;2;Appartement;3
27583;2020/06/04;79000;SAINT-PIERRE-DU-MONT;40;40281;41,84;1;Appartement;2
27584;2020/06/04;118000;ST-VINCENT-DE-TYROSSE;40;40284;41,64;2;Appartement;2
27585;2020/06/04;130000;TARTAS;40;40313;78,74;2;Appartement;4
27586;2020/06/04;84000;SAINT-ETIENNE;42;42218;74,5;1;Appartement;5
27587;2020/06/04;49300;SAINT-ETIENNE;42;42218;92,92;1;Appartement;5
27588;2020/06/04;108470;BEAUZAC;43;43025;89,73;1;Appartement;4
27589;2020/06/04;62700;LE CHAMBON SUR LIGNON;43;43051;47,79;1;Appartement;3
27590;2020/06/04;84000;LA BAULE-ESCOUBLAC;44;44055;23,13;2;Appartement;1
27591;2020/06/04;125000;NANTES;44;44109;34,1;1;Appartement;1
27592;2020/06/04;121800;NANTES;44;44109;64;1;Appartement;3
27593;2020/06/04;169000;ORVAULT;44;44114;89,41;2;Appartement;4
27594;2020/06/04;250000;PORNICHET;44;44132;47,55;1;Appartement;2
27595;2020/06/04;89000;REZE;44;44143;30,51;1;Appartement;1
27596;2020/06/04;65000;SAINT-NAZAIRE;44;44184;35,39;1;Appartement;2
27597;2020/06/04;187000;ST SEBASTIEN SUR LOIRE;44;44190;50,6;2;Maison;3
27598;2020/06/04;60500;MONTARGIS;45;45208;72,68;1;Appartement;3
27599;2020/06/04;106000;AGEN;47;47001;86,31;2;Appartement;4
27600;2020/06/04;49500;LAYRAC;47;47145;37,63;3;Appartement;2
27601;2020/06/04;165000;NERAC;47;47195;43;1;Appartement;2
27602;2020/06/04;37000;VILLENEUVE SUR LOT;47;47323;34,23;2;Appartement;1
27603;2020/06/04;54500;CHERBOURG-EN-COTENTIN;50;50129;75,94;1;Appartement;4
27604;2020/06/04;49500;CHALONS EN CHAMPAGNE;51;51108;72,94;1;Appartement;3
27605;2020/06/04;31000;EPERNAY;51;51230;40,1;1;Appartement;2
27606;2020/06/04;96500;REIMS;51;51454;62,06;2;Appartement;3
27607;2020/06/04;157000;REIMS;51;51454;72,83;1;Maison;4
27608;2020/06/04;51500;REIMS;51;51454;15,51;1;Appartement;1
27609;2020/06/04;69000;REIMS;51;51454;45,51;2;Appartement;2
27610;2020/06/04;31725;DOMGERMAIN;54;54162;63,45;1;Appartement;3
27611;2020/06/04;91160;JARNY;54;54273;71,9;4;Appartement;3
27612;2020/06/04;59300;MALZEVILLE;54;54339;28,51;1;Appartement;1
27613;2020/06/04;102500;NANCY;54;54395;47,99;1;Appartement;2
27614;2020/06/04;104000;NANCY;54;54395;61,76;1;Appartement;3
27615;2020/06/04;138050;SAINT MAX;54;54482;72,23;1;Appartement;3
27616;2020/06/04;61000;SAINT MAX;54;54482;41,55;1;Appartement;2
27617;2020/06/04;56500;TOMBLAINE;54;54526;37,62;1;Appartement;2
27618;2020/06/04;86000;HENNEBONT;56;56083;47,33;1;Appartement;2
