Codedep_com;COM;PTOT;
14562;Saint-Aubin-sur-Mer;2278;
14563;Saint-Benoît-d'Hébertot;439;
14565;Saint-Côme-de-Fresné;263;
14566;Saint-Contest;2577;
14569;Sainte-Croix-sur-Mer;242;
14570;Valorbiquet;2551;
14571;Saint-Denis-de-Mailloc;310;
14572;Saint-Denis-de-Méré;795;
14574;Saint-Désir;1839;
14575;Saint-Etienne-la-Thillaye;414;
14576;Val-de-Vie;537;
14578;Saint-Gatien-des-Bois;1382;
14579;Seulline;1345;
14582;Saint-Germain-de-Livet;759;
14586;Saint-Germain-du-Pert;170;
14587;Saint-Germain-la-Blanche-Herbe;2340;
14588;Saint-Germain-Langot;333;
14589;Saint-Germain-le-Vasson;959;
14590;Sainte-Honorine-de-Ducy;134;
14591;Aure sur Mer;742;
14592;Sainte-Honorine-du-Fay;1362;
14593;Saint-Hymer;698;
14595;Saint-Jean-de-Livet;242;
14598;Saint-Jouin;234;
14601;Saint-Julien-sur-Calonne;173;
14602;Saint-Lambert;273;
14603;Saint-Laurent-de-Condel;516;
14605;Saint-Laurent-sur-Mer;273;
14606;Saint-Léger-Dubosq;213;
14607;Saint-Louet-sur-Seulles;146;
14609;Saint-Loup-Hors;554;
14610;Saint-Manvieu-Norrey;2070;
14613;Saint-Marcouf;95;
14614;Sainte-Marguerite-d'Elle;792;
14619;Sainte-Marie-Outre-l'Eau;126;
14620;Saint-Martin-aux-Chartrains;431;
14621;Saint-Martin-de-Bienfaite-la-Cressonnière;443;
14622;Saint-Martin-de-Blagny;133;
14623;Saint-Martin-de-Fontenay;2542;
14625;Saint-Martin-de-la-Lieue;786;
14626;Saint-Martin-de-Mailloc;951;
14627;Saint-Martin-de-Mieux;406;
14630;Saint-Martin-des-Entrées;723;
14635;Saint-Omer;189;
14637;Saint-Ouen-du-Mesnil-Oger;207;
14639;Saint-Ouen-le-Pin;266;
14640;Saint-Pair;238;
14643;Saint-Paul-du-Vernay;845;
14644;Saint-Philbert-des-Champs;668;
14645;Saint-Pierre-Azif;172;
14646;Saint-Pierre-Canivet;448;
14648;Saint-Pierre-des-Ifs;472;
14649;Saint-Pierre-du-Bû;485;
14650;Saint-Pierre-du-Fresne;194;
14651;Saint-Pierre-du-Jonquet;263;
14652;Saint-Pierre-du-Mont;81;
14654;Saint-Pierre-en-Auge;7669;
14656;Saint-Rémy;1004;
14657;Saint-Samson;317;
14658;Noues de Sienne;4454;
14659;Saint-Sylvain;1452;
14660;Saint-Vaast-en-Auge;97;
14661;Saint-Vaast-sur-Seulles;155;
14663;Saint-Vigor-le-Grand;2542;
14664;Sallen;315;
14665;Sallenelles;298;
14666;Sannerville;1933;
14667;Saon;226;
14668;Saonnet;321;
14669;Sassy;209;
14672;Val de Drôme;889;
14674;Soignolles;131;
14675;Soliers;2061;
14676;Sommervieu;1016;
14677;Soulangy;260;
14678;Soumont-Saint-Quentin;570;
14679;Subles;687;
14680;Sully;159;
14681;Surrain;155;
14682;Surville;465;
14684;Tessel;256;
14685;Thaon;1759;
14687;Le Theil-en-Auge;195;
14689;Le Hom;3677;
14692;Tilly-sur-Seulles;1765;
14694;Le Torquesne;529;
14698;Touffréville;392;
14699;Touques;3798;
14700;Tour-en-Bessin;673;
14701;Tourgéville;801;
14705;Tournières;153;
14706;Tourville-en-Auge;251;
14707;Tourville-sur-Odon;1132;
14708;Tracy-Bocage;304;
14709;Tracy-sur-Mer;353;
14710;Tréprel;105;
14711;Trévières;927;
14712;Troarn;3550;
14713;Montillières-sur-Orne;588;
14714;Le Tronquay;795;
14715;Trouville-sur-Mer;4692;
14716;Trungy;213;
14719;Urville;707;
14720;Ussy;885;
14721;Vacognes-Neuilly;657;
14723;Valsemé;274;
14724;Varaville;1009;
14726;Valdallière;5872;
14728;Vaucelles;570;
14731;Vauville;201;
14732;Vaux-sur-Aure;318;
14733;Vaux-sur-Seulles;321;
14734;Vendes;341;
14735;Vendeuvre;811;
14737;Versainville;508;
14738;Verson;3690;
14739;Ver-sur-Mer;1681;
14740;La Vespière-Friardel;1199;
14741;Le Vey;124;
14742;Vicques;72;
14743;Victot-Pontfol;91;
14744;Vienne-en-Bessin;303;
14745;Vierville-sur-Mer;234;
14747;Vieux;686;
14748;Vieux-Bourg;75;
14751;Vignats;304;
14752;Villers-Bocage;3197;
14753;Villers-Canivet;762;
14754;Villers-sur-Mer;2601;
14755;Villerville;606;
14756;La Villette;234;
14758;Villons-les-Buissons;802;
14759;Villy-lez-Falaise;279;
14760;Villy-Bocage;748;
14761;Vimont;832;
14762;Vire Normandie;17481;
14764;Pont-d'Ouilly;991;
15001;Allanche;808;
15002;Alleuze;227;
15003;Ally;611;
15004;Andelat;481;
15005;Anglards-de-Saint-Flour;366;
15006;Anglards-de-Salers;759;
15007;Anterrieux;128;
15008;Antignac;286;
15009;Apchon;192;
15010;Arches;193;
15011;Arnac;185;
15012;Arpajon-sur-Cère;6471;
15013;Auriac-l'Eglise;147;
15014;Aurillac;26876;
15015;Auzers;171;
15016;Ayrens;643;
15017;Badailhac;151;
15018;Barriac-les-Bosquets;133;
15019;Bassignac;239;
15020;Beaulieu;101;
15021;Boisset;650;
15022;Bonnac;169;
15024;Brageac;76;
15025;Albepierre-Bredons;247;
15026;Brezons;184;
15027;Puycapel;759;
15028;Carlat;365;
15029;Cassaniouze;523;
15030;Cayrols;301;
15032;Celoux;63;
15033;Cézens;219;
15034;Chaliers;151;
15036;Chalvignac;478;
15037;Champagnac;1080;
15038;Champs-sur-Tarentaine-Marchal;1055;
15040;Chanterelle;105;
15041;La Chapelle-d'Alagnon;257;
15042;La Chapelle-Laurent;258;
15043;Charmensac;89;
15045;Chaudes-Aigues;852;
15046;Chaussenac;221;
15048;Chazelles;32;
15049;Cheylade;226;
15050;Le Claux;172;
15051;Clavières;214;
15052;Collandres;168;
15053;Coltines;449;
15054;Condat;1013;
15055;Coren;454;
15056;Crandelles;876;
15057;Cros-de-Montvert;193;
15058;Cros-de-Ronesque;147;
15059;Cussac;128;
15060;Deux-Verges;52;
15061;Dienne;276;
15063;Drugeac;346;
15064;Escorailles;84;
15065;Espinasse;80;
15066;Le Falgoux;119;
15067;Le Fau;29;
15069;Ferrières-Saint-Mary;250;
15070;Fontanges;203;
15072;Freix-Anglards;228;
15073;Fridefont;94;
15074;Giou-de-Mamou;784;
15075;Girgols;78;
15076;Glénat;175;
15077;Gourdièges;61;
15078;Jabrun;157;
15079;Jaleyrac;381;
15080;Joursac;151;
15081;Jou-sous-Monjou;100;
15082;Junhac;308;
15083;Jussac;2089;
15084;Labesserette;300;
15085;Labrousse;508;
15086;Lacapelle-Barrès;60;
15087;Lacapelle-del-Fraisse;370;
15088;Lacapelle-Viescamp;527;
15089;Ladinhac;457;
15090;Lafeuillade-en-Vézie;606;
15091;Landeyrat;95;
15092;Lanobre;1446;
15093;Lapeyrugue;102;
15094;Laroquebrou;845;
15095;Laroquevieille;358;
15096;Lascelle;293;
15097;Lastic;116;
15098;Laurie;93;
15100;Laveissenet;133;
15101;Laveissière;531;
15102;Lavigerie;107;
15103;Leucamp;243;
15104;Leynhac;354;
15105;Leyvaux;38;
15106;Lieutadès;158;
15107;Lorcières;175;
15108;Val d'Arcomie;1013;
15110;Lugarde;136;
15111;Madic;215;
15112;Malbo;96;
15113;Mandailles-Saint-Julien;187;
15114;Marcenat;524;
15116;Marchastel;165;
15117;Marcolès;661;
15118;Marmanhac;757;
15119;Massiac;1863;
15120;Mauriac;3716;
15121;Maurines;109;
15122;Maurs;2171;
15123;Méallet;166;
15124;Menet;555;
15125;Mentières;131;
15126;Molèdes;83;
15127;Molompize;284;
15128;La Monselie;123;
15129;Montboudif;180;
15130;Montchamp;144;
15131;Le Monteil;298;
15132;Montgreleix;45;
15133;Montmurat;136;
15134;Montsalvy;827;
15135;Montvert;121;
15137;Moussages;274;
15138;Murat;1944;
15139;Narnhac;68;
15140;Naucelles;2171;
15141;Neussargues en Pinatelle;1834;
15142;Neuvéglise-sur-Truyère;1775;
15143;Nieudan;103;
15144;Omps;340;
15146;Pailherols;131;
15147;Parlan;459;
15148;Paulhac;443;
15149;Paulhenc;260;
15151;Peyrusse;151;
15152;Pierrefort;916;
15153;Pleaux;1499;
15154;Polminhac;1212;
15155;Pradiers;89;
15156;Prunet;700;
15157;Quézac;394;
15158;Rageade;105;
15159;Raulhac;277;
15160;Reilhac;1116;
15161;Rézentières;110;
15162;Riom-ès-Montagnes;2541;
15163;Roannes-Saint-Mary;1129;
15164;Roffiac;645;
15165;Rouffiac;206;
15166;Roumégoux;324;
15167;Rouziers;125;
15168;Ruynes-en-Margeride;737;
15169;Saignes;836;
15170;Saint-Amandin;235;
15172;Saint-Antoine;94;
15173;Saint-Bonnet-de-Condat;120;
15174;Saint-Bonnet-de-Salers;277;
15175;Saint-Cernin;1097;
15176;Saint-Chamant;251;
15178;Saint-Cirgues-de-Jordanne;149;
15179;Saint-Cirgues-de-Malbert;253;
15180;Saint-Clément;78;
15181;Saint-Constant-Fournoulès;588;
15182;Saint-Etienne-Cantalès;136;
15183;Saint-Etienne-de-Carlat;135;
15184;Saint-Etienne-de-Maurs;804;
15185;Saint-Etienne-de-Chomeil;254;
15186;Sainte-Eulalie;232;
15187;Saint-Flour;7000;
15188;Saint-Georges;1229;
15189;Saint-Gérons;229;
15190;Saint-Hippolyte;107;
15191;Saint-Illide;653;
15192;Saint-Jacques-des-Blats;297;
15194;Saint-Julien-de-Toursac;111;
15196;Saint-Mamet-la-Salvetat;1601;
15198;Sainte-Marie;109;
15199;Saint-Martial;75;
15200;Saint-Martin-Cantalès;149;
15201;Saint-Martin-sous-Vigouroux;229;
15202;Saint-Martin-Valmeroux;734;
15203;Saint-Mary-le-Plain;177;
15204;Saint-Paul-des-Landes;1581;
15205;Saint-Paul-de-Salers;110;
15206;Saint-Pierre;144;
15207;Saint-Poncy;374;
15208;Saint-Projet-de-Salers;139;
15209;Saint-Rémy-de-Chaudes-Aigues;129;
15211;Saint-Santin-Cantalès;303;
15212;Saint-Santin-de-Maurs;374;
15213;Saint-Saturnin;207;
15214;Saint-Saury;183;
15215;Saint-Simon;1158;
15216;Saint-Urcize;416;
15217;Saint-Victor;109;
15218;Saint-Vincent-de-Salers;70;
15219;Salers;330;
15220;Salins;147;
15221;Sansac-de-Marmiesse;1402;
15222;Sansac-Veinazès;227;
15223;Sauvat;220;
15224;La Ségalassière;145;
15225;Ségur-les-Villas;216;
15226;Sénezergues;208;
15228;Siran;472;
15229;Soulages;83;
15230;Sourniac;206;
15231;Talizat;616;
15232;Tanavelle;235;
15233;Teissières-de-Cornet;306;
15234;Teissières-lès-Bouliès;336;
15235;Les Ternes;596;
15236;Thiézac;616;
15237;Tiviers;178;
15238;Tournemire;131;
15240;Trémouille;180;
15241;La Trinitat;51;
15242;Le Trioulou;104;
15243;Trizac;512;
15244;Ussel;483;
15245;Vabres;256;
15246;Valette;237;
15247;Valjouze;23;
15248;Valuéjols;576;
15249;Le Vaulmier;66;
15250;Vebret;527;
15251;Védrines-Saint-Loup;147;
15252;Velzic;431;
15253;Vernols;66;
15254;Veyrières;121;
15255;Vézac;1284;
15256;Vèze;57;
15257;Vezels-Roussy;129;
15258;Vic-sur-Cère;1874;
15259;Vieillespesse;247;
15260;Vieillevie;112;
15261;Le Vigean;846;
15262;Villedieu;573;
15263;Virargues;129;
15264;Vitrac;275;
15265;Ydes;1672;
15266;Yolet;561;
15267;Ytrac;4441;
15268;Le Rouget-Pers;1259;
15269;Besse;133;
16001;Abzac;504;
16002;Les Adjots;531;
16003;Agris;867;
16005;Aigre;1618;
16007;Alloue;474;
16008;Ambérac;312;
16009;Ambernac;386;
16010;Ambleville;171;
16011;Anais;589;
16012;Angeac-Champagne;512;
16013;Angeac-Charente;327;
16014;Angeduc;128;
16015;Angoulême;43290;
16016;Ansac-sur-Vienne;850;
16018;Ars;727;
16019;Asnières-sur-Nouère;1271;
16020;Aubeterre-sur-Dronne;351;
16023;Aunac-sur-Charente;601;
16024;Aussac-Vadalle;524;
16025;Baignes-Sainte-Radegonde;1268;
16026;Balzac;1386;
16027;Barbezières;129;
16028;Barbezieux-Saint-Hilaire;4891;
16029;Bardenac;231;
16030;Barret;1074;
16031;Barro;421;
16032;Bassac;524;
16034;Bazac;146;
16035;Beaulieu-sur-Sonnette;204;
16036;Bécheresse;300;
16037;Bellon;146;
16038;Benest;318;
16039;Bernac;486;
16040;Berneuil;311;
16041;Bessac;112;
16042;Bessé;117;
16044;Bioussac;222;
16045;Birac;372;
16046;Coteaux-du-Blanzacais;1015;
16047;Blanzaguet-Saint-Cybard;301;
16048;Boisbreteau;129;
16049;Bonnes;383;
16050;Bonneuil;259;
16052;Bors (Canton de Tude-et-Lavalette);249;
16053;Bors (Canton de Charente-Sud);120;
16054;Le Bouchage;176;
16055;BouÃ«x;903;
16056;Bourg-Charente;909;
16057;Bouteville;326;
16058;Boutiers-Saint-Trojan;1461;
16059;Brettes;181;
16060;Bréville;466;
16061;Brie;4315;
16062;Brie-sous-Barbezieux;138;
16063;Brie-sous-Chalais;159;
16064;Brigueuil;1132;
16065;Brillac;627;
16066;Brossac;472;
16067;Bunzac;475;
16068;Cellefrouin;571;
16069;Cellettes;391;
16070;Chabanais;1600;
16071;Chabrac;607;
16072;Chadurie;521;
16073;Chalais;1807;
16074;Challignac;341;
16075;Champagne-Vigny;247;
16076;Champagne-Mouton;887;
16077;Champmillon;500;
16078;Champniers;5267;
16079;Chantillac;350;
16081;La Chapelle;220;
16082;Boisné-La Tude;685;
16083;Charmé;346;
16084;Charras;337;
16085;Chasseneuil-sur-Bonnieure;3355;
16086;Chassenon;881;
16087;Chassiecq;144;
16088;Chassors;1143;
16089;Châteaubernard;3812;
16090;Châteauneuf-sur-Charente;3601;
16091;Châtignac;174;
16093;Chazelles;1613;
16095;Chenon;134;
16096;Cherves-Châtelars;421;
16097;Cherves-Richemont;2399;
16098;La Chèvrerie;143;
16099;Chillac;222;
16100;Chirac;781;
16101;Claix;1070;
16102;Cognac;19104;
16103;Combiers;128;
16104;Condac;479;
16105;Condéon;625;
16106;Confolens;2866;
16107;Coulgens;540;
16108;Coulonges;132;
16109;Courbillac;771;
16110;Courcôme;798;
16111;Courgeac;181;
16112;Courlac;59;
16113;La Couronne;8024;
16114;Couture;168;
16116;Criteuil-la-Magdeleine;399;
16117;Curac;123;
16118;Deviat;138;
16119;Dignac;1370;
16120;Dirac;1541;
16121;Douzat;453;
16122;Ebréon;144;
16123;Echallat;498;
16124;Ecuras;579;
16125;Edon;266;
16127;Empuré;98;
16128;Epenède;180;
16130;Les Essards;193;
16131;Esse;504;
16132;Etagnac;999;
16133;Etriac;201;
16134;Exideuil-sur-Vienne;1041;
16135;Eymouthiers;318;
16136;La Faye;584;
16137;Feuillade;318;
16138;Fléac;3923;
16139;Fleurac;241;
16140;Fontclaireau;453;
16141;Fontenille;333;
16142;La Forêt-de-Tessé;204;
16143;Fouquebrune;717;
16144;Fouqueure;427;
16145;Foussignac;658;
16146;Garat;2143;
16147;Gardes-le-Pontaroux;270;
16148;Genac-Bignac;1025;
16150;Gensac-la-Pallue;1637;
16151;Genté;907;
16152;Gimeux;739;
16153;Mainxe-Gondeville;1190;
16154;Gond-Pontouvre;6234;
16155;Les Gours;111;
16157;Le Grand-Madieu;165;
16158;Grassac;313;
16160;Guimps;489;
16161;Guizengeard;168;
16162;Gurat;182;
16163;Hiersac;1166;
16164;Hiesse;245;
16165;Houlette;371;
16166;L'Isle-d'Espagnac;5779;
16167;Jarnac;4568;
16168;Jauldes;821;
16169;Javrezac;571;
16170;Juignac;401;
16171;Juillac-le-Coq;664;
16173;Juillé;184;
16174;Julienne;522;
16175;Val des Vignes;1424;
16176;Lachaise;312;
16177;Ladiville;120;
16178;Lagarde-sur-le-Né;191;
16180;Laprade;253;
16181;Lessac;534;
16182;Lesterps;466;
16183;Lésignac-Durand;182;
16184;Lichères;88;
16185;Ligné;159;
16186;Lignières-Sonneville;569;
16187;Linars;2139;
16188;Le Lindois;345;
16189;Londigny;260;
16190;Longré;192;
16191;Lonnes;182;
16192;Terres-de-Haute-Charente;4007;
16193;Louzac-Saint-André;1008;
16194;Lupsault;105;
16195;Lussac;302;
16196;Luxé;732;
16197;La Magdeleine;117;
16198;Magnac-Lavalette-Villars;450;
16199;Magnac-sur-Touvre;3292;
16200;Maine-de-Boixe;486;
16203;Mainzac;115;
16204;Bellevigne;1333;
16205;Manot;545;
16206;Mansle;1709;
16207;Marcillac-Lanville;501;
16208;Mareuil;402;
16209;Marillac-le-Franc;833;
16210;Marsac;827;
16211;Marthon;568;
16212;Massignac;397;
16213;Mazerolles;300;
16215;Médillac;160;
16216;Mérignac;857;
16217;Merpins;1125;
16218;Mesnac;421;
16220;Les Métairies;731;
16221;Mons;242;
16222;Montboyer;335;
16223;Montbron;2037;
16224;Montmérac;732;
16225;MontembÅ“uf;681;
16226;Montignac-Charente;726;
16227;Montignac-le-Coq;139;
16229;Montjean;246;
16230;Montmoreau;2664;
16231;Montrollet;323;
16232;Mornac;2201;
16233;Mosnac-Saint-Simeux;1021;
16234;Moulidars;739;
16236;Mouthiers-sur-BoÃ«me;2470;
16237;Mouton;223;
16238;Moutonneau;117;
16239;Mouzon;136;
16240;Nabinaud;99;
16241;Nanclars;211;
16242;Nanteuil-en-Vallée;1399;
16243;Nercillac;1068;
16244;Nersac;2402;
16245;Nieuil;955;
16246;Nonac;274;
16248;Oradour;153;
16249;Oradour-Fanais;406;
16250;Orgedeuil;222;
16251;Oriolles;259;
16252;Orival;155;
16253;Paizay-Naudouin-Embourie;365;
16254;Palluaud;229;
16255;Parzac;146;
16256;Passirac;251;
16258;Pérignac;492;
16260;Pillac;278;
16261;Les Pins;484;
16263;Plassac-Rouffiac;405;
16264;Pleuville;329;
16267;Poullignac;90;
16268;Poursac;211;
16269;Pranzac;908;
16270;Pressignac;349;
16271;Puymoyen;2515;
16272;Puyréaux;552;
16273;Raix;130;
16275;Ranville-Breuillaud;177;
16276;Reignac;778;
16277;Réparsac;606;
16279;Rioux-Martin;228;
16280;Rivières;2027;
16281;La Rochefoucauld-en-Angoumois;4136;
16282;La Rochette;545;
16283;Ronsenac;577;
16284;Rouffiac;121;
16285;Rougnac;411;
16286;Rouillac;3013;
16287;Roullet-Saint-Estèphe;4346;
16289;Roussines;296;
16290;Rouzède;246;
16291;Ruelle-sur-Touvre;7505;
16292;Ruffec;3522;
16293;Saint-Adjutory;499;
16295;Saint-Amant-de-Boixe;1357;
16297;Graves-Saint-Amant;341;
16298;Saint-Amant-de-Nouère;378;
16300;Val-de-Bonnieure;1324;
16301;Saint-Aulais-la-Chapelle;232;
16302;Saint-Avit;218;
16303;Saint-Bonnet;418;
16304;Saint-Brice;998;
16306;Saint-Christophe;325;
16307;Saint-Ciers-sur-Bonnieure;347;
16308;Saint-Claud;1077;
16310;Saint-Coutant;218;
16312;Saint-Cybardeaux;836;
16315;Saint-Félix;108;
16316;Saint-Fort-sur-le-Né;391;
16317;Saint-Fraigne;444;
16318;Saint-Front;368;
16320;Saint-Genis-d'Hiersac;913;
16321;Saint-Georges;46;
16323;Saint-Germain-de-Montbron;482;
16325;Saint-Gourson;135;
16326;Saint-Groux;135;
16329;Saint-Laurent-de-Céris;797;
16330;Saint-Laurent-de-Cognac;854;
16331;Saint-Laurent-des-Combes;92;
16334;Saint-Martial;129;
16335;Saint-Martin-du-Clocher;127;
16336;Saint-Mary;346;
16337;Saint-Maurice-des-Lions;925;
16338;Saint-Médard;324;
16339;Val-d'Auge;821;
16340;Saint-Même-les-Carrières;1060;
16341;Saint-Michel;3257;
16342;Saint-Palais-du-Né;306;
16343;Saint-Preuil;305;
16345;Saint-Quentin-sur-Charente;220;
16346;Saint-Quentin-de-Chalais;256;
16347;Saint-Romain;520;
16348;Saint-Saturnin;1328;
16349;Sainte-Sévère;524;
16350;Saint-Séverin;806;
16352;Saint-Simon;224;
16353;Saint-Sornin;803;
16354;Sainte-Souline;124;
16355;Saint-Sulpice-de-Cognac;1208;
16356;Saint-Sulpice-de-Ruffec;31;
16357;Saint-Vallier;138;
16358;Saint-Yrieix-sur-Charente;7627;
16359;Salles-d'Angles;1038;
16360;Salles-de-Barbezieux;488;
16361;Salles-de-Villefagnan;319;
16362;Salles-Lavalette;338;
16363;Saulgond;534;
16364;Sauvagnac;66;
16365;Sauvignac;106;
16366;Segonzac;2151;
16368;Sers;909;
16369;Sigogne;1002;
16370;Sireuil;1201;
16372;Souffrignac;129;
16373;Souvigné;202;
16374;Soyaux;10073;
16375;Suaux;392;
16377;La Tâche;116;
16378;Taizé-Aizie;588;
16379;Taponnat-Fleurignac;1513;
16380;Le Tâtre;413;
16381;Theil-Rabier;166;
16382;Torsac;752;
16383;Tourriers;768;
16384;Touvérac;588;
16385;Touvre;1191;
16387;Triac-Lautrait;529;
16388;Trois-Palis;962;
16389;Turgon;89;
16390;Tusson;229;
16392;Valence;195;
16393;Vars;2201;
16394;Vaux-Lavalette;85;
16395;Vaux-Rouillac;301;
16396;Ventouse;124;
16397;Verdille;381;
16398;Verneuil;104;
16399;Verrières;355;
16400;Verteuil-sur-Charente;631;
16401;Vervant;148;
16402;Vibrac;288;
16403;Le Vieux-Cérier;130;
16404;Vieux-Ruffec;111;
16405;Vignolles;174;
16406;Moulins-sur-Tardoire;785;
16408;Villebois-Lavalette;736;
16409;Villefagnan;993;
16412;Villejoubert;339;
16413;Villiers-le-Roux;138;
16414;Villognon;316;
16415;Vindelle;1119;
16416;Vitrac-Saint-Vincent;514;
16418;VÅ“uil-et-Giget;1575;
16419;Vouharte;330;
16420;Voulgézac;246;
16421;Vouthon;417;
16422;Vouzan;819;
16423;Xambes;258;
16424;Yviers;533;
16425;Yvrac-et-Malleyrand;568;
17002;Agudelle;137;
17003;Aigrefeuille-d'Aunis;4217;
17004;ÃŽle-d'Aix;212;
17005;Allas-Bocage;197;
17006;Allas-Champagne;256;
17007;Anais;320;
17008;Andilly;2305;
17009;Angliers;1156;
17010;Angoulins;4151;
17011;Annepont;398;
17012;Annezay;160;
17013;Antezant-la-Chapelle;348;
17015;Arces;769;
17016;Archiac;794;
17017;Archingeay;683;
17018;Ardillières;868;
17019;Ars-en-Ré;1326;
17020;Arthenac;353;
17021;Arvert;3650;
17022;Asnières-la-Giraud;1029;
17023;Aujac;380;
17024;Aulnay;1358;
17025;Aumagne;733;
17026;Authon-Ebéon;390;
17027;Avy;478;
17028;Aytré;9414;
17029;Bagnizeau;210;
17030;Balanzac;550;
17031;Ballans;197;
17032;Ballon;821;
17033;La Barde;501;
17034;Barzan;470;
17035;Bazauges;114;
17036;Beaugeay;794;
17037;Beauvais-sur-Matha;659;
17038;Bedenac;698;
17039;Belluire;212;
17041;Benon;1695;
17042;Bercloux;452;
17043;Bernay-Saint-Martin;759;
17044;Berneuil;1171;
17045;Beurlay;1048;
17046;Bignay;395;
17047;Biron;238;
17048;Blanzac-lès-Matha;325;
17049;Blanzay-sur-Boutonne;84;
17050;Bois;661;
17051;Le Bois-Plage-en-Ré;2302;
17052;Boisredon;702;
17053;Bords;1349;
17054;Boresse-et-Martron;213;
17055;Boscamnant;365;
17056;Bougneau;614;
17057;Bouhet;932;
17058;Bourcefranc-le-Chapus;3632;
17059;Bourgneuf;1400;
17060;Boutenac-Touvent;233;
17061;Bran;139;
17062;Bresdon;219;
17063;Breuil-la-Réorte;460;
17064;Breuillet;3073;
17065;Breuil-Magné;1830;
17066;Brie-sous-Archiac;237;
17067;Brie-sous-Matha;177;
17068;Brie-sous-Mortagne;246;
17069;Brives-sur-Charente;238;
17070;Brizambourg;948;
17071;La Brousse;520;
17072;Burie;1329;
17073;Bussac-sur-Charente;1321;
17074;Bussac-Forêt;1068;
17075;Cabariot;1409;
17076;Celles;324;
17077;Cercoux;1255;
17078;Chadenac;518;
17079;Chaillevette;1643;
17080;Chambon;973;
17081;Chamouillac;379;
17082;Champagnac;535;
17083;Champagne;631;
17084;Champagnolles;686;
17085;Champdolent;414;
17086;Chaniers;3670;
17087;Chantemerle-sur-la-Soie;207;
17089;La Chapelle-des-Pots;1030;
17091;Charron;2028;
